JX001 2017   04   141120000E320000N  990 1000  100   153100000001111010000000000000000000000V1.00----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
2011 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 175 1752001 1752001----------------------------  35  35  352001  70  1910156101562001101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2012 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 175 1752001 1752001----------------------------  35  35  352001  70  1910156101562001101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2013 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 175 1752001 1752001----------------------------  35  35  352001  70  1910157101572013101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2014 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 175 1752001 1752001----------------------------  35  35  352001  70  1910157101572013101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2015 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 175 1752001 1752001----------------------------  35  35  352001  70  1910157101572013101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2016 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 175 1752001 1752001----------------------------  35  35  352001  70  1910157101572013101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2017 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 175 1752001 1752001----------------------------  35  35  352001  70  1910157101572013101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2018 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 175 1752001 1752001----------------------------  35  35  352001  70  1910157101572013101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2019 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 175 1752001 1752001----------------------------  35  35  352001  70  1910157101572013101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2020 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 175 1752001 1752001----------------------------  35  35  352001  70  1910157101572013101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2021 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 175 1752001 1752001----------------------------  35  35  352001  70  1910158101582021101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2022 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 175 1752001 1752001----------------------------  35  35  352001  70  1910158101582021101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2023 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 175 1752001 1752001----------------------------  36  36  352001  72  2310158101582021101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2024 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 175 1752001 1752001----------------------------  36  36  352001  72  2310158101582021101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2025 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 175 1752001 1752001----------------------------  36  36  352001  72  2310158101582021101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2026 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 175 1752001 1752001----------------------------  36  36  352001  72  2310158101582021101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2027 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 175 1752001 1752001----------------------------  36  36  352001  72  2310159101592027101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2028 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 175 1752001 1752001----------------------------  36  36  352001  72  2310159101592027101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2029 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 175 1752001 1752001----------------------------  36  36  352001  72  2310159101592027101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2030 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 175 1752001 1752001----------------------------  36  36  352001  72  2310159101592027101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2031 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 175 1752001 1752001----------------------------  36  36  352001  72  2310159101592027101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2032 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 175 1752001 1752001----------------------------  36  36  352001  72  2310159101592027101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2033 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 175 1752001 1752001----------------------------  36  36  352001  72  2310159101592027101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2034 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 175 1752001 1752001----------------------------  36  36  352001  72  2310159101592027101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2035 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 175 1752001 1752001----------------------------  36  36  352001  72  2310159101592027101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2036 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 175 1752001 1752001----------------------------  36  36  352001  72  2310159101592027101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2037 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 175 1752001 1752001----------------------------  36  36  352001  72  2310159101592027101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2038 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 175 1752001 1752001----------------------------  36  36  352001  72  2310159101592027101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2039 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 175 1752001 1752001----------------------------  36  36  352001  72  2310159101592027101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2040 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 174 1752001 1742040----------------------------  36  36  352001  72  2210159101592027101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2041 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 174 1752001 1742040----------------------------  36  36  352001  72  2210159101592027101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2042 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 174 1752001 1742040----------------------------  36  36  352001  72  2210159101592027101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2043 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 174 1752001 1742040----------------------------  36  36  352001  72  2210160101602043101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2044 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 174 1752001 1742040----------------------------  36  36  352001  72  2210160101602043101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2045 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 174 1752001 1742040----------------------------  36  36  352001  72  2210160101602043101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2046 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 174 1752001 1742040----------------------------  36  36  352001  72  2210160101602043101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2047 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 174 1752001 1742040----------------------------  36  36  352001  72  2210160101602043101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2048 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 174 1752001 1742040----------------------------  36  36  352001  72  2210159101602043101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2049 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 174 1752001 1742040----------------------------  36  36  352001  72  2210160101602043101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2050 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 174 1752001 1742040----------------------------  36  36  352001  72  2210160101602043101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2051 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 174 1752001 1742040----------------------------  37  37  352001  73  2610160101602043101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2052 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 174 1752001 1742040----------------------------  37  37  352001  73  2610159101602043101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2053 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 174 1752001 1742040----------------------------  37  37  352001  73  2610159101602043101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2054 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 174 1752001 1742040----------------------------  37  37  352001  73  2610159101602043101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2055 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 174 1752001 1742040----------------------------  37  37  352001  73  2610159101602043101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2056 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 174 1752001 1742040----------------------------  37  37  352001  73  2610159101602043101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2057 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 174 1752001 1742040----------------------------  37  37  352001  73  2610159101602043101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2058 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 174 1752001 1742040----------------------------  37  37  352001  73  2610159101602043101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2059 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 174 1752001 1742040----------------------------  37  37  352001  73  2610159101602043101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2100 200   0 200   0 200   02001 200   0 200   02001----------------------------   0   0---------------- 174 1752001 1742040----------------------------  37  37  352001  73  2610159101602043101562001---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2101 200   0 200   0 200   02101 200   0 200   02101----------------------------   0   0---------------- 174 1742101 1742101----------------------------  37  37  372101  73  2610159101592101101592101---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2102 200   0 200   0 200   02101 200   0 200   02101----------------------------   0   0---------------- 174 1742101 1742101----------------------------  37  37  372101  73  2610159101592101101592101---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2103 200   0 200   0 200   02101 200   0 200   02101----------------------------   0   0---------------- 174 1742101 1742101----------------------------  37  37  372101  73  2610159101592101101592101---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2104 200   0 200   0 200   02101 200   0 200   02101----------------------------   0   0---------------- 174 1742101 1742101----------------------------  37  37  372101  73  2610159101592101101592101---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2105 200   0 200   0 200   02101 200   0 200   02101----------------------------   0   0---------------- 174 1742101 1742101----------------------------  37  37  372101  73  2610159101592101101592101---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2106 200   0 200   0 200   02101 200   0 200   02101----------------------------   0   0---------------- 174 1742101 1742101----------------------------  37  37  372101  73  2610159101592101101592101---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2107 200   0 200   0 200   02101 200   0 200   02101----------------------------   0   0---------------- 174 1742101 1742101----------------------------  37  37  372101  73  2610159101592101101592101---------------------------------------------------------------------------------------------------------------------------------------------------------------000000000000NNNNNNN00NNNN00000NNNNNNN00000000000NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
